ID,Timestamp,Video Source,Frame,Video Time (s),Track ID,Similarity,Confirmed,Bbox,Clip Path
51,2026-05-15 20:18:54.210223,data/videos/walk.mp4,195,6.5,2,0.5379325151443481,True,"(2140,481,2238,594)",
52,2026-05-15 20:19:13.018490,data/videos/walk.mp4,198,6.6,2,0.5468414425849915,True,"(2153,461,2253,578)",
53,2026-05-15 20:19:25.978337,data/videos/walk.mp4,201,6.7,2,0.5211626291275024,True,"(2175,445,2277,564)",
54,2026-05-15 20:19:43.497331,data/videos/walk.mp4,204,6.8,2,0.5424056053161621,True,"(2200,438,2309,564)",
55,2026-05-15 20:20:01.720357,data/videos/walk.mp4,207,6.9,2,0.5300514698028564,True,"(2232,449,2345,576)",
56,2026-05-15 20:20:13.226505,data/videos/walk.mp4,210,7.0,2,0.449849009513855,True,"(2272,452,2394,591)",
57,2026-05-15 20:20:26.660991,data/videos/walk.mp4,213,7.1,2,0.4872112274169922,True,"(2322,434,2449,576)",
58,2026-05-15 20:20:38.615857,data/videos/walk.mp4,216,7.2,15,0.4704650044441223,False,"(2361,413,2499,565)",
59,2026-05-15 20:20:54.649646,data/videos/walk.mp4,219,7.3,15,0.44477683305740356,False,"(2398,399,2541,562)",
60,2026-05-15 20:21:06.924485,data/videos/walk.mp4,222,7.4,15,0.4368041753768921,True,"(2440,407,2598,574)",
